,Global Rank,Institution,Country,Sector
541,330,Guangzhou Medical University *,CHN,Universities
542,330,"Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Barcelona",ESP,Health
543,331,The Rockefeller University *,USA,Universities
544,331,Instituto IMDEA Energia,ESP,Government
545,332,Sun Yat-sen University Second Hospital,CHN,Health
546,333,Universite d'Avignon *,FRA,Universities
547,333,Max-Delbruck-Centrum fur Molekulare Medizin ,DEU,Government
548,333,City of Hope,USA,Health
549,333,Weizmann Institute of Science,ISR,Universities
550,334,The University of Sheffield,GBR,Universities
551,335,IMEC International,BEL,Companies
552,336,AbbVie *,MUL,Companies
553,336,Hadassah University Medical Center *,ISR,Health
554,336,Xiangya Hospital Affiliated to Central South University,CHN,Health
555,336,Royal Brisbane and Women's Hospital *,AUS,Health
556,336,"AbbVie Inc, United States",USA,Companies
557,336,Universite de Geneve,CHE,Universities
558,336,South China Botanical Garden Chinese Academy of Sciences,CHN,Government
559,337,Johannes Gutenberg-Universitat Mainz *,DEU,Universities
560,337,Huazhong Normal University,CHN,Universities
561,338,"University of Colorado, Denver *",USA,Universities
562,338,Humanitas University *,ITA,Universities
563,338,University of Bristol,GBR,Universities
564,338,Institut de Microelectronica de Barcelona,ESP,Government
565,338,CIC biomaGUNE,ESP,Non-Profit
566,339,Chinese Academy of Medical Sciences and Peking Union Medical College *,CHN,Universities
567,339,"Sanofi, Germany",DEU,Companies
568,339,Institut Pasteur de Lille *,FRA,Health
569,340,Medizinische Universitat Graz *,AUT,Universities
570,340,Shanghai Sixth People's Hospital,CHN,Health
571,340,Universite PSL *,FRA,Universities
572,341,Centre Hospitalier Universitaire Vaudois ,CHE,Health
573,342,Utah State University *,USA,Universities
574,342,Penn State Milton S. Hershey Medical Center,USA,Health
575,342,Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas,ESP,Health
576,342,University of Kansas *,USA,Universities
577,343,Oregon State University,USA,Universities
578,343,International Islamic University,PAK,Universities
579,343,Red de Institutos IMDEA *,ESP,Government
580,343,Jiangsu Provincial Government *,CHN,Government
581,344,Showa University *,JPN,Universities
582,344,Los Alamos National Laboratory *,USA,Government
583,344,Cedars-Sinai Medical Center ,USA,Health
584,344,"Institute of Acoustics, Chinese Academy of Sciences",CHN,Government
585,344,Max Planck Institut fur Festkorperforschung,DEU,Government
586,345,Army Medical University *,CHN,Universities
587,345,Universitatsspital Zurich,CHE,Health
588,345,International Iberian Nanotechnology Laboratory,PRT,Government
589,345,Ton Duc Thang University,VNM,Universities
590,345,University of Arkansas for Medical Sciences,USA,Universities
591,345,Forschungszentrum Julich in der Helmholtz Gemeinschaft,DEU,Government
592,346,"Institute of Automation, Chinese Academy of Sciences",CHN,Government
593,347,University of Bath,GBR,Universities
594,347,Karlsruher Institut fur Technologie,DEU,Universities
595,347,King Fahd University of Petroleum and Minerals,SAU,Universities
596,348,Charite - Universitatsmedizin Berlin *,DEU,Health
597,348,National Institute of Mental Health,USA,Health
598,348,Mossakowski Medical Research Centre Polish Academy of Sciences,POL,Government
599,349,"Institute of Biological Chemistry, Academia Sinica",TWN,Government
600,349,Universitatsklinikum Ulm,DEU,Health
601,349,Centro Nacional de Microelectronica,ESP,Government
602,350,"Amgen, USA",USA,Companies
603,350,National High Magnetic Field Laboratory,USA,Government
604,350,Leibniz-Institut fur Neue Materialien,DEU,Government
605,350,Netherlands Organisation for Applied Scientific Research,NLD,Government
606,350,Netherlands Organisation for Applied Scientific Research *,MUL,Government
607,350,Southern University of Science and Technology,CHN,Universities
608,351,CIC bioGUNE,ESP,Non-Profit
609,351,Louisiana State University Agricultural Center,USA,Non-Profit
610,351,United States Department of Agriculture,USA,Government
611,351,Peking University Health Science Center,CHN,Universities
612,351,University of Liverpool *,GBR,Universities
613,351,New York University *,USA,Universities
614,351,University Medical Center Utrecht,NLD,Health
615,351,Universidad de Navarra *,ESP,Universities
616,352,"Novartis Institutes for Biomedical Research, Switzerland",CHE,Companies
617,352,University of Houston,USA,Universities
618,352,University of Amsterdam *,NLD,Universities
619,352,Beijing Normal University *,CHN,Universities
620,352,Ecole Nationale Superieure de Chimie de Montpellier *,FRA,Universities
621,352,Universite Grenoble-Alpes *,FRA,Universities
622,352,Institut Curie,FRA,Health
623,353,Centre de Nanosciences et de Nanotechnologies,FRA,Government
624,353,University Medical Center Groningen,NLD,Health
625,353,Amgen *,MUL,Companies
626,354,Technische Universitat Wien *,AUT,Universities
627,354,Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital,NLD,Health
628,354,Max Planck Institut fur Medizinische Forschung,DEU,Government
629,355,University of Melbourne *,AUS,Universities
630,356,Nanjing Botanical Garden Memorial Sun Yat-Sen Jiangsu Province and Chinese Academy of Sciences,CHN,Government
631,356,Polish Academy of Sciences *,POL,Government
632,356,Robert Bosch *,MUL,Companies
633,357,National Institute of Advanced Industrial Science & Technology,JPN,Government
634,357,Bar-Ilan University,ISR,Universities
635,357,Sanofi *,MUL,Companies
636,357,Max Planck Institut fur Mikrostrukturphysik,DEU,Government
637,357,University of Notre Dame,USA,Universities
638,358,Technical Institute of Physics and Chemistry Chinese Academy of Sciences,CHN,Government
639,358,Ikerbasque-Basque Foundation for Science,ESP,Government
640,358,Sun Yat-sen University First Hospital,CHN,Health
641,359,Weifang Medical University,CHN,Universities
642,359,Shenyang Pharmaceutical University,CHN,Universities
643,359,Santa Fe Institute,USA,Non-Profit
644,359,Universitat Pompeu Fabra *,ESP,Universities
645,359,National Institute of Standards and Technology *,USA,Government
646,359,Universitat Heidelberg,DEU,Universities
647,360,Lockheed Martin Corp *,USA,Companies
648,360,Sanming First Hospital Affiliated to Fujian Medical University,CHN,Health
649,360,Tel Aviv University,ISR,Universities
650,361,Brandeis University,USA,Universities
651,361,Universitat Basel,CHE,Universities
652,361,West China Hospital,CHN,Health
653,362,Georgia State University,USA,Universities
654,362,Technion - Israel Institute of Technology *,ISR,Universities
655,362,Shandong University of Science and Technology,CHN,Universities
656,363,Sir Mortimer B. Davis Jewish General Hospital,CAN,Health
657,363,"University of Nebraska, Lincoln",USA,Universities
658,364,Universite de Fribourg,CHE,Universities
659,364,Case Western Reserve University,USA,Universities
660,364,Universitatsklinikum Hamburg Eppendorf,DEU,Health
661,365,Indiana University-Purdue University Indianapolis,USA,Universities
662,365,Tianjin Medical University *,CHN,Universities
663,365,Loughborough University,GBR,Universities
664,365,"Queen Mary, University of London",GBR,Universities
665,365,Zhejiang Normal University,CHN,Universities
666,365,McGill University,CAN,Universities
667,366,Max Planck Institut fur Terrestrische Mikrobiologie,DEU,Government
668,366,Universitat Autonoma de Barcelona *,ESP,Universities
669,366,"Institute of Semiconductors, Chinese Academy of Sciences",CHN,Government
670,366,Kings College London,GBR,Universities
671,366,Nanjing University of Aeronautics and Astronautics,CHN,Universities
672,366,Virginia Polytechnic Institute and State University,USA,Universities
673,366,Universite de Lausanne,CHE,Universities
674,367,University of New Mexico *,USA,Universities
675,367,First Affiliated Hospital of Zhengzhou University,CHN,Health
676,367,Universitatsklinikum Koln,DEU,Health
677,367,Helmholtz Zentrum fur Infektionsforschung,DEU,Government
678,367,Panasonic Corp *,MUL,Companies
679,368,University of Leeds,GBR,Universities
680,368,University of Florida Health Science Center,USA,Health
681,368,Ocean University of China,CHN,Universities
682,369,Instituto IMDEA Materiales,ESP,Government
683,369,Universitatsklinikum Mannheim,DEU,Health
684,369,Sir Run Run Shaw Hospital,CHN,Health
685,369,"University of Texas, Dallas",USA,Universities
686,370,"Sandia National Laboratories, New Mexico",USA,Government
687,370,"University of Technology, Sydney",AUS,Universities
688,371,Tufts University,USA,Universities
689,372,Nanjing Drum Tower Hospital,CHN,Health
690,372,Korea Institute of Science and Technology,KOR,Government
691,372,Wenzhou Medical University *,CHN,Universities
692,372,Chongqing Medical University *,CHN,Universities
693,373,Konkuk University *,KOR,Universities
694,373,Minatec Campus d'Innovation en Micro et Nanotechnologies,FRA,Non-Profit
695,373,Kyushu University *,JPN,Universities
696,373,"Northeastern University, USA",USA,Universities
697,373,Nanjing Forestry University,CHN,Universities
698,373,Zhongda Hospital,CHN,Health
699,374,Georg-August-Universitat Gottingen,DEU,Universities
700,374,Fritz Haber Institut Max Planck Gesellschaft,DEU,Government
701,374,University of Waterloo,CAN,Universities
702,375,Universitatsmedizin der Johannes Gutenberg-Universitat Mainz,DEU,Health
703,375,Florida State University *,USA,Universities
704,376,Institut de Science et d'Ingenierie Supramoleculaires,FRA,Government
705,376,Tokyo Institute of Technology,JPN,Universities
706,376,University of South Florida,USA,Universities
707,376,"Novartis, Switzerland",CHE,Companies
708,377,Nanchang University *,CHN,Universities
709,377,University of South Florida System *,USA,Universities
710,377,Wichita State University,USA,Universities
711,378,Korea Research Institute of Bioscience and Biotechnology,KOR,Government
712,378,The First Affiliated Hospital of Fujian Medical University,CHN,Health
713,378,Donghua University,CHN,Universities
714,378,University Hospitals Birmingham NHS Foundation Trust,GBR,Health
715,378,University of Nottingham *,GBR,Universities
716,379,Ludwig-Maximilians Universitat Munchen *,DEU,Universities
717,379,Academy of Scientific and Innovative Research,IND,Universities
718,379,Albert-Ludwigs-Universitat Freiburg im Breisgau,DEU,Universities
719,379,Biotechnology and Biological Sciences Research Council *,GBR,Government
720,380,Children's Hospital of Philadelphia,USA,Health
721,380,"Laboratoire des Materiaux, Surfaces et Procedes pour la Catalyse",FRA,Government
722,380,Janssen Biotech Inc,USA,Companies
723,380,"City University of New York, Hunter College",USA,Universities
724,381,Boston University *,USA,Universities
725,381,Shanghai University,CHN,Universities
726,382,Wake Forest University *,USA,Universities
727,382,Uppsala University,SWE,Universities
728,382,Florey Neuroscience Institutes,AUS,Health
729,382,University of Rhode Island,USA,Universities
730,383,Universitatsklinikum Heidelberg,DEU,Health
731,384,Hebrew University of Jerusalem,ISR,Universities
732,384,South China Agricultural University,CHN,Universities
733,384,Huazhong Agricultural University,CHN,Universities
734,385,Chalmers University of Technology *,SWE,Universities
735,385,National Institute of Diabetes and Digestive and Kidney Diseases,USA,Health
736,386,Sun Yat-sen University Sixth Hospital,CHN,Health
737,387,University of Sussex *,GBR,Universities
738,387,Institut Europeen des Membranes,FRA,Government
739,388,Centro de Investigacion Biomedica en Red de Epidemiologia y Salud Publica,ESP,Health
740,388,Universidad del Pais Vasco *,ESP,Universities
741,389,Max Planck Institut fur Struktur und Dynamik der Materie,DEU,Government
742,389,Friedrich-Alexander-Universitat Erlangen-Nurnberg *,DEU,Universities
743,390,Hefei University of Technology,CHN,Universities
744,390,Liverpool John Moores University,GBR,Universities
745,390,Berlin Institute of Health,DEU,Health
746,391,Istituto per l'Endocrinologia e l'Oncologia Gaetano Salvatore,ITA,Government
747,391,Cincinnati Children's Hospital Medical Center,USA,Health
748,391,Michigan State University,USA,Universities
749,391,University of Exeter,GBR,Universities
750,392,Academy of Sciences of the Czech Republic *,CZE,Government
751,392,"Sandia National Laboratories, California",USA,Government
752,392,Indiana University-Bloomington,USA,Universities
753,392,US Environmental Protection Agency,USA,Government
754,393,Technische Universitat Berlin,DEU,Universities
755,393,Qingdao University *,CHN,Universities
756,393,Institut de Sciences des Materiaux de Mulhouse,FRA,Government
757,393,King Faisal Specialist Hospital and Research Centre  *,SAU,Health
758,393,University of Greenwich,GBR,Universities
759,393,Murdoch Children's Research Institute,AUS,Health
760,394,Mackay Memorial Hospital,TWN,Health
761,394,Diamond Light Source,GBR,Government
762,394,Institut Pluridisciplinaire Hubert Curien,FRA,Government
763,395,Centro Nacional de Biotecnologia,ESP,Government
764,395,Wageningen University and Research Centre *,NLD,Universities
765,395,Singapore-MIT Alliance,SGP,Government
766,395,Cardiff University,GBR,Universities
767,395,Bundang Cha Medical Center,KOR,Health
768,396,The University of British Columbia,CAN,Universities
769,396,German Jordanian University,JOR,Universities
770,396,Golestan University,IRN,Universities
771,396,Hopitaux Universitaires de Geneve,CHE,Health
772,396,Max Planck Institut fur Chemische Energiekonversion,DEU,Government
773,397,Kyung Hee University *,KOR,Universities
774,398,Hangzhou Dianzi University,CHN,Universities
775,398,University of Delaware,USA,Universities
